,shortName,address,city,vipZone,ramp,person,Prime,latitude,longitude
202,ДО «ЦИК «Мытищи» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Мытищи, ул. Сукромка, стр. 7",Мытищи,True,True,True,False,55.903539,37.713441
203,ОО «Магдагачинский» Филиала № 2754 Банка ВТБ (ПАО),"Амурская область, п. Магдагачи, ул. Горького, 16",п. Магдагачи,False,False,True,False,53.449741,125.802606
204,ДО «Новомытищинский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г.Мытищи, Новомытищинский пр-т, д. 30/1, помещение 1",Мытищи,True,True,True,False,55.911961,37.738522
205,ДО «Лубянский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Большая Лубянка, д. 16, стр. 1",Москва,True,False,True,False,55.762936,37.628846
206,ДО «ГУМ» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Красная площадь, д. 3",Москва,True,True,True,False,55.75474,37.621408
207,ДО «Каланчевский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Каланчевская, д. 35",Москва,True,True,True,False,55.776806,37.647926
208,"ДО № 61 «Савушкина, 7» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Савушкина, д. 7, лит. А, часть пом.1-Н (часть комн. №3, комн. №№4-10)",Санкт-Петербург,True,True,True,False,59.986452,30.297614
209,ДО «Верхние Лихоборы» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Дмитровское ш., д. 64, кор. 1",Москва,True,True,True,False,55.855361,37.562982
210,ДО «Невский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Адмирала Макарова, д. 6, стр. 13",Москва,True,False,True,False,55.83566,37.490497
211,ДО «Сокол» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинградский пр-т, д. 77, кор. 2",Москва,True,True,True,False,55.805214,37.508185
212,ДО «Остоженка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Остоженка, д. 11",Москва,False,True,True,False,55.741744,37.59975
213,ДО «На Мытной» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Мытная, д. 7, стр. 1",Москва,False,True,True,False,55.722142,37.618569
214,ДО «Воздвиженка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Воздвиженка, д. 9",Москва,True,True,True,False,55.752592,37.604753
215,ДО «Олимпийский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Мичуринский пр-т, Олимпийская деревня, д.1к.1",Москва,False,True,True,False,55.679438,37.469638
216,ДО «Южнонагатинский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Варшавское шоссе, д. 26",Москва,True,True,True,False,55.684503,37.621947
217,ДО «Хамовники» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Комсомольский пр-т, д. 48",Москва,False,True,True,False,55.71983,37.571174
218,ДО «Римский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, бульвар Энтузиастов, д. 2",Москва,True,True,True,False,55.746481,37.682619
219,ДО «Новоясеневский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Новоясеневский пр-т, д. 9",Москва,True,True,True,False,55.608816,37.535412
220,ДО «Маяковский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. 1-я Тверская - Ямская, д. 7",Москва,False,True,True,False,55.771525,37.592815
221,ДО «Ходынский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Авиаконструктора Микояна, д. 12",Москва,False,True,True,False,55.792361,37.527615
222,ДО «На набережной» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Фрунзенская наб., д. 22/2, стр. 11",Москва,False,False,True,False,55.727932,37.589716
223,ДО «Деловая столица» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Пресненская наб., д. 10 стр. 1",Москва,False,False,True,True,55.748914,37.535475
224,ДО «Георгиевский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Георгиевский пер., д. 2",Москва,False,False,True,False,55.758478,37.614734
225,ОО «Строгановский» Филиала № 6318 Банка ВТБ (ПАО),"Нижегородская область, г. Нижний Новгород, ул. Рождественская, д. 36",Нижний Новгород,False,True,True,True,56.327086,43.983852
226,ОО в г. Благовещенске Филиала в г. Хабаровске,"Амурская область, г. Благовещенск, пер. Советский, д. 65/1",Благовещенск,False,False,False,False,50.267614,127.554249
227,ОО «Центральный» Филиала № 6318 Банка ВТБ (ПАО),"Нижегородская область, г. Нижний Новгород, ул. Минина, д. 19/6",Нижний Новгород,True,False,True,False,56.326393,44.022479
228,ОО «Персональный» Филиала № 6318 Банка ВТБ (ПАО),"Нижегородская область, г. Нижний Новгород, ул. Максима Горького, д. 152",Нижний Новгород,False,True,True,False,56.316224,44.004396
229,ДО «На Соборной» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Ногинск, ул. Соборная, д. 12",Ногинск,True,False,True,False,55.853218,38.442028
230,ОО «Сарапульский» Филиала № 6318 Банка ВТБ (ПАО),"Удмуртская Республика, г. Сарапул, ул. Гоголя, д. 40у",Сарапул,True,False,True,False,56.474763,53.798099
231,ОО «Нерюнгри» Филиала № 2754 Банка ВТБ (ПАО),"Республика Саха (Якутия), г. Нерюнгри, пр-т Ленина, д. 6",Нерюнгри,False,False,True,False,56.660196,124.71038
232,ДО «Преображенский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Большая Черкизовская, д. 12, корп. 1",Москва,True,False,True,False,55.797078,37.725388
233,ДО «Подольский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Подольск, Революционный пр-т, д. 54",Подольск,True,True,True,False,55.432919,37.550837
234,ДО «Салехардский» Филиала № 6602 Банка ВТБ (ПАО),"Ямало-Ненецкий Автономный округ, г. Салехард, ул. Матросова, д. 36б",Салехард,True,False,True,False,66.537135,66.628566
235,ДО «Пушкинский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Пушкино, ул. Тургенева, д. 24, пом. 018",Пушкино,False,True,True,False,56.01085,37.854359
236,ДО ЦИК «Пушкино» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Пушкино, ул. Чехова, д. 14а",Пушкино,True,True,True,False,56.008334,37.851467
237,ОО «Вольский» Филиала № 6318 Банка ВТБ (ПАО),"Саратовская область, р.пос. Сенной, ул. Привокзальная, д 36Б",р.п. Сенной,False,False,True,False,52.159935,46.965235
238,ДО «Раменский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Раменское, ул. Карла Маркса, д. 4, помещение № 1",Раменское,True,True,True,False,55.596488,38.273405
239,ОО «Олимпийский» Филиала № 6318 Банка ВТБ (ПАО),"Оренбургская область, г. Оренбург, ул. Новая, д. 4",Оренбург,True,True,True,False,51.81129,55.091305
240,ОО «Промышленный» Филиала № 6318 Банка ВТБ (ПАО),"Оренбургская область, г. Оренбург, пр-т Братьев Коростелевых, д. 14",Оренбург,False,False,True,False,51.78817,55.077507
241,ДО «Орехово - Зуевский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Орехово-Зуево, проезд Юбилейный, д. 8",Орехово-Зуево,False,True,True,False,55.807886,38.968144
242,ОО «Орский» Филиала № 6318 Банка ВТБ (ПАО),"Оренбургская область, г. Орск, ул. Советская, д. 62а",Орск,False,True,True,False,51.205915,58.557023
243,ОО «Новоорский» Филиала № 6318 Банка ВТБ (ПАО),"Оренбургская область, пос. Новоорск, ул. Рабочая, д. 6",п. Новоорск,False,False,True,False,51.38404,58.985376
244,ДО «Ургальский» Филиала № 2754 Банка ВТБ (ПАО),"Хабаровский край, пос. Новый Ургал, ул. Киевская, д. 2",п. Новый Ургал,False,False,True,False,51.073446,132.604433
245,"ДО № 21 ЦИК «Чайковского, 32» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Чайковского, д. 32, лит. А, пом. 2Н",Санкт-Петербург,False,True,True,False,59.946757,30.356319
246,ДО «Свободный» Филиала № 6602 Банка ВТБ (ПАО),"Свердловская область, пос. Свободный, ул. Карбышева, д. 17",п. Свободный,False,False,True,False,58.034701,60.388813999999996
247,ОО «Партизанский» Филиала № 2754 Банка ВТБ (ПАО),"Приморский край, г. Партизанск, ул. Ленинская, д. 31",Партизанск,False,False,True,False,43.120373,133.122213
248,ОО «Аврора» Филиала № 6318 Банка ВТБ (ПАО),"Пензенская область, г. Пенза, ул. Собинова/пр-т Строителей, д. 7Е/35Б",Пенза,False,False,True,False,53.22088,44.938186
249,ОО «Гагаринский» Филиала № 6318 Банка ВТБ (ПАО),"Пермский край, г. Пермь, бульвар Гагарина, д. 26",Пермь,False,False,True,False,58.012262,56.278761
250,ОО «Сибирский тракт» Филиала № 6318 Банка ВТБ (ПАО),"Пермский край, г. Пермь, ул. Революции, д. 26",Пермь,True,True,True,False,58.004323,56.25439
251,Дополнительный офис «Красногвардейский» Ф. ОПЕРУ Банка ВТБ (ПАО) в Санкт-Петербурге,"Российская Федерация, г. Санкт-Петербург, Малоохтинский пр., д. 53, лит. А",Санкт-Петербург,False,False,False,False,59.932383,30.401388
252,ОО «Балахнинский» Филиала № 6318 Банка ВТБ (ПАО),"Нижегородская область, р-н Балахнинский, г.Балахна, пл.Советская, дом 16, пом. П4",Балахна,False,False,True,False,56.493506,43.611312
253,ДО «Истринский» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Истра, ул. Ленина, д. 75",Истра,True,False,True,False,55.913061,36.858146
254,ОО «В поселке Харп» Филиала № 6602 Банка ВТБ (ПАО),"ЯНАО, Приуральский район, п.Харп, ул. Дзержинского, 12",п. Харп,False,False,True,False,66.815974,65.800579
255,ОО «Центральный» Филиала № 3652 Банка ВТБ (ПАО),"Костромская область, г. Кострома, ул. Советская, д. 79/73",Кострома,False,False,True,False,57.761221,40.953313
256,ОО «На Невской» Филиала № 2351 Банка ВТБ (ПАО),"Волгоградская область, г. Волгоград, ул. Невская, д. 11",Волгоград,True,False,True,False,48.7169,44.508935
257,ОО «Красноселькупский» Филиала № 6602 Банка ВТБ (ПАО),"ЯНАО, c.Красноселькуп, ул. 40 лет Победы, 24",с. Красноселькуп,False,False,True,False,65.701937,82.45883
258,РОО «Новгородский»,"Новгородская область, г. Великий Новгород, пр-т Мира, д. 24",Великий Новгород,False,True,False,False,58.536637,31.232293
259,Операционный офис в г. Выборге Ф. ОПЕРУ Банка ВТБ (ПАО) в Санкт-Петербурге,"Ленинградская область, г. Выборг, ул. Крепостная, д. 16",Выборг,False,False,False,False,60.712829,28.733872
260,ОО «Александровский» Филиала № 2351 Банка ВТБ (ПАО),"Ростовская область, г. Ростов-на-Дону, пр-т 40 летия Победы, д. 85",Ростов-на-Дону,False,False,True,False,47.239107,39.827293
261,ОО «Скобелевский» Филиала № 2351 Банка ВТБ (ПАО),"Ростовская область, г. Ростов-на-Дону, пер. Университетский, д. 129",Ростов-на-Дону,False,True,True,True,47.23253,39.724292
262,ДО «Губернский» Филиала № 6318 Банка ВТБ (ПАО),"Самарская область, г. Сызрань, ул. Октябрьская, д. 22",Сызрань,False,False,True,False,53.165933,48.480046
263,Операционный офис в г. Гатчине Ф. ОПЕРУ Банка ВТБ (ПАО) в Санкт-Петербурге,"Ленинградская область, г. Гатчина, пр-т 25 Октября, д. 38",Гатчина,False,False,False,False,59.573227,30.125443
264,ОО «Ртищевский» Филиала № 6318 Банка ВТБ (ПАО),"Саратовская область, г. Ртищево, ул. Красная, д. 5",Ртищево,False,False,True,False,52.257202,43.786797
265,ОО «Рузаевский» Филиала № 6318 Банка ВТБ (ПАО),"Республика Мордовия, г. Рузаевка, ул. Привокзальная пл., д. 2",Рузаевка,False,False,True,False,54.058274,44.94911
266,РОО «Тамбовский»,"Тамбовская область, г. Тамбов, ул. Интернациональная, д. 16а",Тамбов,True,True,True,False,52.720957,41.454457
267,ОО «Петербургский» Филиала № 3652 Банка ВТБ (ПАО),"Тверская область, г. Тверь, Петербургское шоссе, д. 43в",Тверь,False,False,True,False,56.871217,35.852158
268,ДО «Георгиевский» Филиала № 6318 Банка ВТБ ПАО),"Самарская область, г. Самара, ул. Ульяновская, д. 53",Самара,False,True,True,True,53.197745,50.113084
269,ОО «Туймазинский» Филиала № 6318 Банка ВТБ (ПАО),"Республика Башкортостан, г. Туймазы, ул. Гагарина, д. 29",Туймазы,False,False,True,False,54.603863,53.697191
270,ОО «Баташёвский» Филиала № 3652 Банка ВТБ (ПАО),"Тульская область, г. Тула, ул. Тургеневская, д. 59",Тула,False,True,True,True,54.185051,37.612614
271,Дополнительный офис «Удельный» Ф. ОПЕРУ Банка ВТБ (ПАО) в Санкт-Петербурге,"г. Санкт-Петербург, Светлановский пр., д. 11, лит. А",Санкт-Петербург,False,True,False,False,60.006678,30.337625
272,ДО «На Фрунзе» Филиала № 6602 Банка ВТБ (ПАО),"Свердловская область, г. Нижний Тагил, ул. Фрунзе, д. 50",Нижний Тагил,False,False,True,False,57.921321,59.941686
273,ОО в г. Нальчике Филиала в г. Ставрополе,"Кабардино-Балкарская Республика, г. Нальчик, пр-т Ленина, д. 17",Нальчик,False,False,False,False,43.475224,43.591531
274,ДО в г. Невинномысске Филиала в г. Ставрополе,"Ставропольский край, г. Невинномысск, ул. Менделеева, д. 21",Невинномысск,False,False,False,False,44.643789,41.932881
275,ДО в г. Пятигорске Филиала в г. Ставрополе,"Ставропольский край, г. Пятигорск, ул. Малыгина, д. 24а",Пятигорск,False,False,False,False,44.038577,43.061336
276,ДО «Проспект Кирова» Филиала № 6318 Банка ВТБ (ПАО),"Самарская область, г. Самара, пр-т Кирова, д. 391А",Самара,True,True,True,False,53.250313,50.224808
277,ОО «Пермякова» Филиала № 6602 Банка ВТБ (ПАО),"Тюменская область, г. Тюмень, ул. Пермякова, д. 78а/2",Тюмень,True,False,True,False,57.109753,65.566514
278,ОО в ст. Павловская Филиала в г. Ростове-на-Дону,"Краснодарский край, ст. Павловская, ул. Ленина, д. 18/1",ст. Павловская,False,False,True,False,46.13324,39.782386
279,"ДО «На Невском, № 4» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Невский пр., д. 153, лит. А",Санкт-Петербург,True,False,True,False,59.925173,30.380205
280,"ДО № 14 «Глинки, 2» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Глинки, д. 2, литера А",Санкт-Петербург,False,True,True,False,59.927477,30.296159
281,ОО «Никольский» Филиала № 2754 Банка ВТБ (ПАО),"Приморский край, г. Уссурийск, ул. Вокзальная площадь, д. 3",Уссурийск,False,False,True,False,43.797247,131.952122
282,РОО «Уфимский»,"Республика Башкортостан, г. Уфа, пл. Верхнеторговая, д. 3",Уфа,True,True,True,False,54.725753,55.945297
283,ДО в г. Таганроге Филиала в г. Ростове-на-Дону,"Ростовская область, г. Таганрог, пл. Октябрьская, д. 4",Таганрог,False,False,False,False,47.209763,38.936407
284,"ДО № 18 «Светлановский, 11» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Светлановский пр., д. 11, лит. А",Санкт-Петербург,False,True,True,False,60.006678,30.337625
285,ДО «Бульвар Славы» Филиала № 6318 Банка ВТБ (ПАО),"Республика Башкортостан, г. Уфа, пр-т Октября, д. 107А, пом. 3",Уфа,True,False,True,False,54.782563,56.031293
286,"ДО № 33 «Каменноостровский, 44» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Каменноостровский пр-т, д. 44/16, лит. Б, пом.7Н",Санкт-Петербург,False,False,True,False,59.969209,30.307972
287,ДО «Москва-Сити» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Пресненская наб., д. 10, стр. 1",Москва,True,True,True,False,55.748914,37.535475
288,ДО «Химки» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Химки, Химки-центр, Ленинградское ш., вл. 5",Химки,True,False,True,False,55.888765,37.433526
289,ДО «Охотный ряд-Прайм» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Охотный ряд, д. 1",Москва,False,False,True,True,55.757997,37.615901
290,ДО «Василеостровский» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, Большой пр-т В.О., д.10, лит. А, часть нежил. пом. 1-Н: комн. №№ 15-38 на -м этаже, комн. №№57-68 на 2-м этаже, комн. №№ 87-104 на 3-м этаже, комн. №№ 105-109 на 4 этаже",Санкт-Петербург,False,True,True,True,59.939879,30.287167
291,ДО «Славянск-на-Кубани» Филиала № 2351 Банка ВТБ (ПАО),"Краснодарский край, г. Славянск-на-Кубани, ул. Ленина, д. 22",Славянск-на-Кубани,False,True,True,False,45.258625,38.129064
292,"ДО № 6 «Маршала Жукова, 36» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Маршала Жукова, д. 36, корп. 1, литер А, пом. 23Н",Санкт-Петербург,False,False,True,False,59.853211,30.224815
293,ДО «Проспект Королева» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Королев, пр-т Королева д. 5Д, кор. 1, помещение 01",Королев,True,True,True,False,55.921768,37.844118
294,ДО № 50 «Кронштадтский» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, Кронштадтский район, г. Кронштадт, пр. Ленина, д. 57, пом. 12-Н, комн. №№1,2,3,4 лит.А",Санкт-Петербург,False,False,True,False,59.99179,29.775846
295,ДО № 57 «Площадь Островского» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, пл. Островского., д. 2, литер A",Санкт-Петербург,False,False,True,False,59.931733,30.338065
296,"ДО № 32 «Малый пр. В.О., 22» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Василеостровский р-н, Малый пр., В.О. д. 22, Лит. А",Санкт-Петербург,False,True,True,False,59.94577,30.27097
297,ДО «На Краснознаменской» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Щелково, ул. Краснознаменская, д. 6",Щелково,True,True,True,False,55.915437,37.996599
298,РОО «Самарский»,"Самарская область, г. Самара, ул. Молодогвардейская, д. 204",Самара,True,True,True,False,53.202076,50.10888
299,"ДО № 54 «Ленинский, 151» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Ленинский пр-т, д. 151, лит. А, комн. №№ 117-140, 142, 153-173",Санкт-Петербург,True,False,True,False,59.851422,30.300983
300,"ДО № 53 «Лесной, 63» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Лесной пр-т, д. 63, лит. А, комн. №№ 80-93, 96-120, 24-32, 36-49",Санкт-Петербург,True,True,True,False,59.98553,30.342431
301,"ДО № 2 «Луначарского, 11» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, пр. Луначарского, д. 11, к. 1, лит. А, часть пом. 20-Н (на 1 эт. часть комн. №47, комн. №№ 54,55,56,57,62,63,64, в подв. комн. №№3, 26)",Санкт-Петербург,True,True,True,False,60.042878,30.329244
302,"ДО № 59 «Ленинский, 84» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, Ленинский пр-т, д. 84 к 1, лит. А, пом. 20Н (№1-17)",Санкт-Петербург,True,True,True,False,59.857653,30.199213
303,РОО «Сахалинский»,"Сахалинская область, г. Южно-Сахалинск, yл. Ленина, д. 234",Южно-Сахалинск,True,True,True,False,46.95571,142.729776
304,ОО «Красноармейский» Филиала № 3652 Банка ВТБ (ПАО),"Брянская область, г. Брянск, ул. Красноармейская, д. 65",Брянск,False,False,True,False,53.238911,34.34677
305,"ДО № 36 «Парадная, 9» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Парадная, д. 9, лит. А, часть нежил. пом. 1-Н (комн. №№ 12-21)",Санкт-Петербург,False,True,True,False,59.940781,30.370378
306,"ДО «Московский, 73» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, пр. Московский , д. 73, корп. 3, лит.А, пом. 9-Н (комн. №№1,2), пом. 10-Н (комн. №№1-5), пом. 11-Н (комн. №№1-2)",Санкт-Петербург,False,True,True,False,59.904085,30.317889
307,"ДО № 34 «Большая Конюшенная, 5» Филиала № 7806 Банка ВТБ (ПАО)","г. Санкт-Петербург, ул. Большая Конюшенная, д. 5, лит. А, пом. 5-Н",Санкт-Петербург,False,True,True,False,59.940389,30.323818
308,ДО № 56 «Невская Ратуша» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, Дегтярный переулок, д. 11, лит.А",Санкт-Петербург,True,True,True,False,59.939465,30.384751
309,ДО № 62 «Чкаловский» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, Чкаловский пр-т, д. 15, лит. Г",Санкт-Петербург,True,True,True,False,59.962588,30.294192
310,ДО «На Шпалерной» Филиала № 7806 Банка ВТБ (ПАО),"г. Санкт-Петербург, ул. Шпалерная, д. 40а",Санкт-Петербург,False,True,True,True,59.949249,30.36303
311,ДО «Центральный» Филиала № 5440 Банка ВТБ (ПАО),"Новосибирская область, г. Бердск, ул. Первомайская, д. 26а",Бердск,False,False,True,False,54.762038,83.0942
312,ДО «Кутузовский» Филиала в г. Москве,"г. Москва, пл. Победы, д. 2, корп. 2",Москва,False,False,False,False,55.737507,37.51838
313,ДО «Бродников переулок» Филиала в г. Москве,"г. Москва, Бродников пер., д. 4",Москва,False,False,False,False,55.737446,37.617959
314,ДО «Лубянский» Филиала в г. Москве,"г. Москва, ул. Большая Лубянка, д. 16, стр. 1",Москва,False,False,False,False,55.762936,37.628846
315,ДО «Сергиев Посад» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Сергиев Посад, ул. К.Маркса, д. 4",Сергиев Посад,True,True,True,False,56.311501,38.135712
316,ОО «Ново-Ленинский» Филиала № 5440 Банка ВТБ (ПАО),"Иркутская область, г. Иркутск, ул. Академика Образцова, д. 35",Иркутск,False,False,True,False,52.340073,104.204708
317,ОО «Красные ряды» Филиала № 3652 Банка ВТБ (ПАО),"Ивановская область, г. Кинешма, ул. Рылеевская, д. 1",Кинешма,True,False,True,False,57.443726,42.169354
318,ОО «Кемеровский-Прайм» Филиала № 5440 Банка ВТБ (ПАО),"Кемеровская область, г. Кемерово, ул. Черняховского, д. 2",Кемерово,False,True,True,True,55.348155,86.072878
319,ДО «Лермонтовский» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Красноворотский пр-д, д. 3",Москва,False,True,True,True,55.770882,37.649552
320,ДО «На Крупской» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Серпухов, ул. Крупской, д. 10а",Серпухов,True,True,True,False,54.922938,37.429411
321,ОО «Октябрьский» Филиала № 3652 Банка ВТБ (ПАО),"Смоленская область, г. Смоленск, ул. Исаковского, д. 5",Смоленск,True,False,True,False,54.778466,32.056947
322,ОО «Киселевский» Филиала № 3652 Банка ВТБ (ПАО),"Смоленская область, г. Смоленск, ул. Рыленкова, д. 35-б",Смоленск,False,False,True,False,54.761451,32.101243
323,ОО «Соликамский» Филиала № 6318 Банка ВТБ (ПАО),"Пермский край, г. Соликамск, ул. Коммунистическая, д. 21",Соликамск,False,False,True,False,59.696711,56.68179
324,ОО в г. Самаре Филиала в г. Нижнем Новгороде,"Самарская область, г. Самара, ул. Ново-Садовая, д. 160Д, стр.2",Самара,False,False,False,False,53.230374,50.177718
325,ДО в г. Нижнем Тагиле Филиала в г. Екатеринбурге,"Свердловская область, г. Нижний Тагил, ул. Горошникова, д.66",Нижний Тагил,False,False,False,False,57.90652,59.973397
326,ОО «На Ленина» Филиала № 2351 Банка ВТБ (ПАО),"Ставропольский край, г. Ставрополь, ул. Ленина, д. 359",Ставрополь,True,True,True,False,45.037477,41.942907
327,ДО «Долгопрудный» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, г. Долгопрудный, ул. Первомайская, д. 33, пом. 5",Долгопрудный,False,True,True,False,55.939661,37.516072
328,ДО «Воронцовский» Филиала в г. Москве,"г. Москва, ул. Воронцовская, д. 43, стр. 1",Москва,False,False,False,False,55.733057,37.66495
329,ОО «Сормовский» Филиала № 6318 Банка ВТБ (ПАО),"Нижегородская область, г. Нижний Новгород, шоссе Сормовское, д. 14",Нижний Новгород,False,False,True,False,56.321251,43.926189
330,ОО «Проспект Ленина» Филиала № 5440 Банка ВТБ (ПАО),"Томская область, г. Томск, пр-т Ленина, д. 80а",Томск,False,True,True,False,56.484004,84.948466
331,ДО «Румянцево» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, п. Московский, д. Румянцево, стр. 1",Москва,True,True,True,False,55.640472,37.429798
332,РОО «Чебоксарский»,"Чувашская Республика, г. Чебоксары, бул. Президентский, д. 27А",Чебоксары,True,True,True,False,56.133738,47.243191
333,ОО «Александровский» Филиала № 7806 Банка ВТБ (ПАО),"Мурманская область, г. Полярный, ул. Советская, д. 14",Полярный,True,False,True,False,69.19609,33.460538
334,ДО «Ессентукский» Филиала № 2351 Банка ВТБ (ПАО),"Ставропольский край, г. Ессентуки, ул. Вокзальная, д. 2",Ессентуки,False,False,True,False,44.047824,42.855541
335,ДО «Зеленоградский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, г. Зеленоград, корп. 401",Зеленоград,True,True,True,False,56.000401,37.208776
336,ДО «Лискинский» Филиала № 3652 Банка ВТБ (ПАО),"Воронежская область, г. Лиски, ул. Коммунистическая, д. 17",Лиски,True,True,True,False,50.981276,39.504133
337,ДО «Московская» Филиала № 2754 Банка ВТБ (ПАО),"Хабаровский край, г. Хабаровск, ул. Московская, д. 7",Хабаровск,False,True,True,False,48.48862,135.078331
338,ДО «Клубная» Филиала № 2754 Банка ВТБ (ПАО),"Хабаровский край, г. Хабаровск, ул. Клубная, д. 23",Хабаровск,False,True,True,False,48.435733,135.130253
339,ОО «Шилкинский» Филиала № 5440 Банка ВТБ (ПАО),"Забайкальский край, г. Шилка, ул. Балябина, 132в",Шилка,False,False,True,False,51.851485,116.031037
340,ОО «Канищево» Филиала № 3652 Банка ВТБ (ПАО),"Рязанская область, г. Рязань, ул. Интернациональная, д. 18",Рязань,False,False,True,False,54.666775,39.665354
341,ОО «Ракетчик» Филиала № 5440 Банка ВТБ (ПАО),"Алтайский край, пос. ЗАТО Сибирский, ул. 40 лет РВСН, д. 4",ЗАТО Сибирский,False,False,True,False,53.557893,83.838086
342,ДО «Куровской» Филиала № 7701 Банка ВТБ (ПАО),"Московская область, Орехово-Зуевский район,  г. Куровское, ул.40 лет Октября, 52а",Куровское,False,False,True,False,55.586568,38.913132
343,ДО «Садовое кольцо» Филиала 7777 Банка ВТБ (ПАО),"г. Москва, р-н Хамовники, б-р Зубовский, д. 27, стр. 1",Москва,False,True,True,True,55.736858,37.588889
344,ДО «Юго-Западный» Филиала № 3652 Банка ВТБ (ПАО),"Воронежская область, г. Воронеж, пр-т Патриотов, д. 3а",Воронеж,False,True,True,False,51.644062,39.142975
345,ОО «Универсальный» Филиала № 2351 Банка ВТБ (ПАО),"Ростовская область, г. Ростов-на-Дону, ул. Красноармейская, д. 120",Ростов-на-Дону,False,False,True,False,47.22597,39.704341
346,РОО «Красноярский»,"Красноярский край, г. Красноярск, ул. Ленина, д. 46",Красноярск,True,True,True,False,56.014323,92.879144
347,ОО «Театральная площадь» Филиала № 2351 Банка ВТБ (ПАО),"Ростовская область, г. Ростов-на-Дону, пл. Театральная, д. 4",Ростов-на-Дону,False,False,True,False,47.227029,39.74684
348,РОО «Брянский»,"Брянская область, г. Брянск, пр-т Ленина, д. 99",Брянск,True,True,True,False,53.251951,34.373711
349,ОО «Гостиный Двор» Филиала № 3652 Банка ВТБ (ПАО),"Ярославская область, г. Ярославль, ул. Комсомольская, д. 6",Ярославль,True,True,True,False,57.624626,39.884148
